order_id,order_code,order_date,order_status,order_description,buyer_id,buyer_name,buyer_phone,buyer_address,buyer_email,buyer_discount_%,employee_id,employee_fio,employee_phone,employee_experience,employee_hire_date,position_name,position_salary_min,position_salary_max,item_id,product_id,product_name,product_price,product_stock,product_min_stock,quantity_ordered,price_at_order,line_total,category_name,category_description,supplier_name,supplier_address,supplier_phone,supplier_email,supplier_rating
242,ORD202485952,2025-05-02 19:19:00,Доставлен,Туризм и отдых,386,Виноградова Наталья Николаевна,+79449168181,'Самара,ул. Центральная,д. 2,673,Попов Сергей Андреевич,+79328746810,15 лет,2021-07-06,Менеджер по складу,38000.00,65000.00,617,200,Велозамок WD,2846.66,0,5,18,51578.57,928414.26,Напольные покрытия,'Ламинат,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
243,ORD202553990,2024-08-14 21:55:00,Отменён,Гаджеты и аксессуары,513,Иванова Галина Ивановна,+79685890613,'Челябинск,ул. Школьная,д. 148,218,Кузнецов Николай Сергеевич,+79866111364,11 лет,2020-04-12,Грузчик,25000.00,35000.00,618,356,Товар Ювелирные изделия Sony модель,16477.84,177,10,16,69339.02,1109424.32,Ювелирные изделия,'Кольца,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
243,ORD202553990,2024-08-14 21:55:00,Отменён,Гаджеты и аксессуары,513,Иванова Галина Ивановна,+79685890613,'Челябинск,ул. Школьная,д. 148,218,Кузнецов Николай Сергеевич,+79866111364,11 лет,2020-04-12,Грузчик,25000.00,35000.00,619,501,Объектив Stanley,23482.29,44,10,6,50527.47,303164.82,Мебель,Офисная и домашняя мебель,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
243,ORD202553990,2024-08-14 21:55:00,Отменён,Гаджеты и аксессуары,513,Иванова Галина Ивановна,+79685890613,'Челябинск,ул. Школьная,д. 148,218,Кузнецов Николай Сергеевич,+79866111364,11 лет,2020-04-12,Грузчик,25000.00,35000.00,620,451,Видеокарта MSI RTX,27692.65,119,10,15,20492.15,307382.25,Продукты питания,Продовольственные товары,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
243,ORD202553990,2024-08-14 21:55:00,Отменён,Гаджеты и аксессуары,513,Иванова Галина Ивановна,+79685890613,'Челябинск,ул. Школьная,д. 148,218,Кузнецов Николай Сергеевич,+79866111364,11 лет,2020-04-12,Грузчик,25000.00,35000.00,621,360,Товар Детские товары Beko модель,27551.62,116,5,7,50077.88,350545.16,Детские товары,'Коляски,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
244,ORD202452672,2024-05-27 02:25:00,Отменён,Спортивные товары,346,Волков Артём Николаевич,+79823632804,'Ростов-на-Дону,ул. Центральная,д. 127,164,Новиков Максим Дмитриевич,+79892416860,3 года,2019-06-23,Менеджер по складу,38000.00,65000.00,622,1017,Шурупы WD 4x50 (200шт),537.57,91,3,8,74841.34,598730.72,Хранение данных,'SSD,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
244,ORD202452672,2024-05-27 02:25:00,Отменён,Спортивные товары,346,Волков Артём Николаевич,+79823632804,'Ростов-на-Дону,ул. Центральная,д. 127,164,Новиков Максим Дмитриевич,+79892416860,3 года,2019-06-23,Менеджер по складу,38000.00,65000.00,623,545,Товар Очки и оптика Acer модель,14047.17,169,5,5,18970.22,94851.1,Очки и оптика,'Солнечные очки,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
245,ORD202586055,2025-09-05 19:08:00,Отправлен,Велотовары,517,Соколов Владимир Николаевич,+79363106365,'Казань,ул. Ленина,д. 19,475,Кузнецов Иван Владимирович,+79665585454,10 лет,2010-09-14,Начальник отдела логистики,55000.00,90000.00,624,222,Товар Сумки и чемоданы HP модель,12738.71,61,10,14,41461.57,580461.98,Сумки и чемоданы,'Рюкзаки,,,,,
245,ORD202586055,2025-09-05 19:08:00,Отправлен,Велотовары,517,Соколов Владимир Николаевич,+79363106365,'Казань,ул. Ленина,д. 19,475,Кузнецов Иван Владимирович,+79665585454,10 лет,2010-09-14,Начальник отдела логистики,55000.00,90000.00,625,177,Паркетная доска Xiaomi,5074.65,122,15,11,4847.21,53319.31,Телефония,'Телефоны,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
246,ORD202524923,2024-02-15 12:13:00,В обработке,Инструменты,758,Зайцев Артём Михайлович,+79584692601,'Санкт-Петербург,ул. Советская,д. 95,409,Новикова Анна Павловна,+79471400570,4 года,2018-07-01,Грузчик,25000.00,35000.00,626,44,Обогреватель Canon,4567.22,45,5,19,571.73,10862.87,Игрушки,Детские игрушки и развлечения,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
246,ORD202524923,2024-02-15 12:13:00,В обработке,Инструменты,758,Зайцев Артём Михайлович,+79584692601,'Санкт-Петербург,ул. Советская,д. 95,409,Новикова Анна Павловна,+79471400570,4 года,2018-07-01,Грузчик,25000.00,35000.00,627,333,BCAA Xiaomi,2172.35,118,20,9,47685.51,429169.59,Сантехника,'Смесители,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
246,ORD202524923,2024-02-15 12:13:00,В обработке,Инструменты,758,Зайцев Артём Михайлович,+79584692601,'Санкт-Петербург,ул. Советская,д. 95,409,Новикова Анна Павловна,+79471400570,4 года,2018-07-01,Грузчик,25000.00,35000.00,628,847,Шторы Reebok 200x250,3956.54,55,3,12,57352.59,688231.08,Компьютерная периферия,'Клавиатуры,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
246,ORD202524923,2024-02-15 12:13:00,В обработке,Инструменты,758,Зайцев Артём Михайлович,+79584692601,'Санкт-Петербург,ул. Советская,д. 95,409,Новикова Анна Павловна,+79471400570,4 года,2018-07-01,Грузчик,25000.00,35000.00,629,516,Колонка Bluetooth Electrolux,9760.68,68,20,1,58179.28,58179.28,Канцелярия,Канцелярские товары и принадлежности,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
247,ORD202594180,2025-03-14 22:56:00,Отменён,Садовый инвентарь,453,Козлова Виктория Владимировна,+79048723723,'Краснодар,пр. Победы,д. 36,499,Федорова Виктория Сергеевна,+79693802428,4 года,2001-12-24,,,,630,843,Видеокарта Wilson RTX,56605.68,82,10,20,32115.09,642301.8,Продукты питания,Продовольственные товары,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
247,ORD202594180,2025-03-14 22:56:00,Отменён,Садовый инвентарь,453,Козлова Виктория Владимировна,+79048723723,'Краснодар,пр. Победы,д. 36,499,Федорова Виктория Сергеевна,+79693802428,4 года,2001-12-24,,,,631,520,Замок накладной Nike,3378.86,151,10,17,23180.61,394070.37,Умный дом,Устройства для автоматизации дома,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
248,ORD202547443,2025-09-26 10:48:00,Отменён,Игрушки,909,Федоров Максим Владимирович,+79144018292,'Самара,пр. Ленина,д. 110,556,Виноградов Алексей Сергеевич,+79859868569,7 лет,2015-05-15,Водитель-экспедитор,32000.00,48000.00,632,752,Протеин Beko 1кг,2840.37,69,3,11,68138.35,749521.85,Сантехника,'Смесители,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
248,ORD202547443,2025-09-26 10:48:00,Отменён,Игрушки,909,Федоров Максим Владимирович,+79144018292,'Самара,пр. Ленина,д. 110,556,Виноградов Алексей Сергеевич,+79859868569,7 лет,2015-05-15,Водитель-экспедитор,32000.00,48000.00,633,95,Тостер Nike,3485.13,111,30,6,29949.26,179695.56,Автотовары,Товары для автомобилей,,,,,
249,ORD202416511,2024-01-07 05:27:00,Отменён,Спортивные товары,3,"ООО ""СтройКомплект""",+79163456789,'Казань,ул. Баумана,д. 50,202,Семёнова Валентина Андреевна,+79315641122,5 лет,2016-02-01,Администратор,30000.00,50000.00,634,719,Рюкзак туристический DeWalt 60л,4451.74,57,10,4,83986.16,335944.64,Электрика,'Розетки,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
249,ORD202416511,2024-01-07 05:27:00,Отменён,Спортивные товары,3,"ООО ""СтройКомплект""",+79163456789,'Казань,ул. Баумана,д. 50,202,Семёнова Валентина Андреевна,+79315641122,5 лет,2016-02-01,Администратор,30000.00,50000.00,635,1022,Столовый набор Gorenje,2253.96,128,5,7,2475.85,17330.95,Садовый инвентарь,Товары для сада и огорода,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
